,hdim,loss
0,149,0.8022029598553976
1,77,0.8048112679410864
2,63,0.8099494134938275
3,60,0.810348097924833
4,45,0.8128010740986576
5,40,0.813283156465601
6,227,0.8140341860276682
7,83,0.8142384158240424
8,103,0.8148142408441614
9,57,0.814821148360217
10,117,0.8156780225259287
11,123,0.8168311935883982
12,86,0.8168318205409579
13,48,0.8176274520379526
14,73,0.8177178744916562
15,146,0.8179166228682907
16,78,0.8186213109228346
17,61,0.81869226914865
18,226,0.8187447212360524
19,80,0.8204086643678171
20,205,0.8207903835508559
21,56,0.8209849993387858
22,150,0.8211394327658194
23,59,0.8211402915142201
24,76,0.8217525106889231
25,107,0.8217819178545916
26,82,0.8219764100180732
27,147,0.8221042067916305
28,65,0.822188487759343
29,159,0.8228925863901774
30,55,0.822916759385003
31,98,0.8231073926996302
32,54,0.8231548048831798
33,177,0.8231581935176143
34,161,0.8233078320821127
35,204,0.8236787804850826
36,105,0.8243341931590328
37,87,0.8252092710247746
38,68,0.825375927819146
39,186,0.8255628082487318
40,139,0.8256058074809887
41,163,0.8260396652751498
42,97,0.8261950104324906
43,43,0.8262457317776151
44,160,0.8264650724552296
45,132,0.8265124471099289
46,141,0.8266727239997299
47,130,0.8267421236744633
48,225,0.8268373498210201
49,29,0.8269136040299027
50,200,0.8270138104756674
51,129,0.8272805390534578
52,127,0.8274047529255902
53,218,0.8278267361499645
54,229,0.8278847336769104
55,17,0.8281188894201208
56,125,0.828206307358212
57,21,0.8283874414585255
58,12,0.8284071750111051
59,187,0.8285185694694519
60,39,0.8286819325553046
61,52,0.8288356728023953
62,138,0.828987388699143
63,183,0.8290340326450489
64,99,0.8292979575969555
65,6,0.8293337844036244
66,75,0.8297142717573378
67,44,0.8301255018622787
68,124,0.8302022925129643
69,203,0.8304384902671531
70,16,0.8305482599470351
71,42,0.8310442920084353
72,157,0.8311012850867378
73,131,0.8311630465366222
74,14,0.8313483971136587
75,116,0.8314851103005586
76,209,0.8314889669418335
77,85,0.8318218942041751
78,172,0.8318546546830071
79,220,0.8319775881590666
80,8,0.8319896459579468
81,69,0.8321776036862973
82,199,0.8322913138954727
83,201,0.8323771710749026
84,134,0.8327012989256117
85,58,0.832790337227009
86,154,0.8328193205374258
87,79,0.8331190612581041
88,96,0.8331240194815176
89,192,0.8332550834726404
90,112,0.8332970915017305
91,167,0.8333973244384483
92,152,0.8337530714494211
93,101,0.8337611843038488
94,26,0.8337696658240424
95,164,0.833819638799738
96,23,0.8338355554474725
97,47,0.8339273775065387
98,46,0.8339532304693151
99,67,0.8339767235296743
100,148,0.8341315896422775
101,24,0.8342354341789529
102,28,0.8346252618012605
103,202,0.8346723516782125
104,108,0.8347481113893015
105,106,0.8351295016430043
106,119,0.8353409987908823
107,37,0.8354336795983491
108,114,0.8354738575440867
109,51,0.8357702184606481
110,91,0.8360276023546854
111,175,0.8360292492089448
112,20,0.8360670871204801
113,53,0.8362311058574252
114,92,0.8363052054687783
115,207,0.8364145976525766
116,208,0.8368667827712165
117,180,0.8369258421438711
118,155,0.836937752034929
119,72,0.8369774685965644
120,136,0.8372403096269678
121,90,0.8373094973740755
122,109,0.8379501943235044
123,206,0.8379921758616412
124,168,0.8380782493838558
125,195,0.8380903579570629
126,223,0.8382295767466227
127,11,0.8383629233748825
128,25,0.8384193005385222
129,115,0.8385223768375538
130,31,0.8386542267269559
131,111,0.838739503312994
132,30,0.8389909819320396
133,153,0.8391547247215554
134,15,0.8391833835177951
135,95,0.8391888803905911
136,88,0.8392520083321465
137,170,0.8394224621631481
138,36,0.839755340858742
139,113,0.8398666050699022
140,9,0.8399427113709627
141,13,0.840036619592596
142,34,0.8400567593397917
143,169,0.8400779830084907
144,189,0.8403000941982975
145,64,0.8403664849422596
146,197,0.8404857096848665
147,156,0.8405820440363001
148,50,0.8407808652630558
149,221,0.8408996330367194
150,10,0.8410117228825887
151,66,0.8410429513012921
152,49,0.8410490243523209
153,173,0.8411474735648544
154,81,0.8412744800249735
155,93,0.841387046708001
156,74,0.8413899916189688
157,22,0.8414790321279455
158,70,0.8414979952353018
159,171,0.8421233936592385
160,181,0.8421817421913147
161,145,0.8429731704570629
162,100,0.8430441463435138
163,84,0.8431858089235094
164,193,0.8433455206729747
165,27,0.843746112452613
166,35,0.8442398420086613
167,178,0.8444019246984411
168,210,0.8446602313606827
169,230,0.8450513923609698
170,191,0.8450710199497364
171,104,0.8451361060142517
172,211,0.8451825269946346
173,198,0.8458768394258287
174,228,0.8459578465532374
175,110,0.8460197801943179
176,219,0.8460212239512691
177,215,0.846126483546363
178,162,0.8461306978155065
179,140,0.8462897119698701
180,224,0.8463678779425444
181,33,0.8464429510964288
182,128,0.8464889879579898
183,182,0.8466356175917166
184,196,0.846819074065597
185,216,0.8469413364375079
186,214,0.8469851613044739
187,94,0.8470506138271756
188,120,0.8471195940618161
189,133,0.8473743509363245
190,184,0.8475935348757991
191,166,0.84774292839898
192,212,0.8477995859252082
193,122,0.8480782950365985
194,144,0.8486272538149798
195,190,0.8487772036481787
196,38,0.848920550611284
197,89,0.8493967674396656
198,18,0.8495040160638315
199,41,0.84950766298506
200,71,0.850015726354387
201,102,0.8500260335427744
202,32,0.8512018808612117
203,185,0.851337711016337
204,158,0.8514357363736188
205,62,0.851861368726801
206,142,0.8521062069469028
207,151,0.8521567759690462
208,188,0.8528889395572521
209,194,0.8530170453919305
210,165,0.8554300643779613
211,176,0.8558471291153519
212,174,0.8561473996550949
213,143,0.8568390276696947
214,135,0.8568659888373481
215,217,0.8575291854363901
216,222,0.8578677111201816
217,121,0.8580310984894082
218,126,0.8582705744990596
219,137,0.858664439784156
220,179,0.8595868702288028
221,213,0.862245899659616
222,118,0.8634706051261337
223,19,0.8698758902373137
224,4,58.94339229442455
225,3,58.94339314213506
226,1,58.94339342470522
227,7,58.94339455498589
228,5,58.943395685266566
229,2,58.943395685266566
