,hdim,loss
88,113,0.8501505255699158
89,119,0.8506404757499695
90,9,0.8506454527378082
91,249,0.8508045971393585
92,79,0.8509497344493866
93,14,0.8510251939296722
94,31,0.8510754406452179
95,136,0.8511524498462677
96,239,0.8511554896831512
97,102,0.851261168718338
98,111,0.8514829576015472
99,129,0.8517415821552277
100,169,0.8517685830593109
101,219,0.8518466949462891
102,156,0.8522087633609772
103,167,0.8524260818958282
104,71,0.8524969518184662
105,105,0.8526870608329773
106,95,0.8528859913349152
107,172,0.8532866537570953
108,43,0.8533747494220734
109,187,0.8533899188041687
110,12,0.8534240126609802
111,78,0.8534941375255585
112,47,0.8540740013122559
113,225,0.8541615009307861
114,256,0.8543303310871124
115,181,0.8545599579811096
116,23,0.8549616634845734
117,191,0.8553487062454224
118,89,0.8558738529682159
119,76,0.855907678604126
120,208,0.8559409379959106
121,45,0.8559587895870209
122,158,0.8560037612915039
123,248,0.8565044403076172
124,151,0.8565243482589722
125,179,0.8569237887859344
126,72,0.8571372032165527
127,51,0.8572429418563843
128,153,0.8572579622268677
129,60,0.8579823076725006
130,242,0.857987642288208
131,141,0.8580445945262909
132,232,0.8580560088157654
133,19,0.8580799698829651
134,143,0.8581072688102722
135,204,0.858538419008255
136,57,0.8586117923259735
137,257,0.8586412370204926
138,92,0.8586955666542053
139,212,0.8588176071643829
140,32,0.858947366476059
141,174,0.8590263426303864
142,93,0.8590978682041168
143,220,0.8591939806938171
144,66,0.8592423796653748
145,165,0.8592771887779236
146,18,0.8593584597110748
147,173,0.8594514727592468
148,98,0.8596391975879669
149,84,0.8598065674304962
150,177,0.8599171936511993
151,245,0.8601005971431732
152,55,0.8602144420146942
153,201,0.8602681756019592
154,58,0.860388308763504
155,135,0.8605621457099915
156,67,0.8606284856796265
157,163,0.8607746064662933
158,68,0.8608694970607758
159,75,0.8609477877616882
160,40,0.8611315488815308
161,80,0.8611879944801331
162,190,0.8612327873706818
163,160,0.861447811126709
164,240,0.8614650070667267
165,162,0.8614696562290192
166,35,0.8615054190158844
167,229,0.8619321286678314
168,205,0.8620550632476807
169,200,0.8621366918087006
170,161,0.8621406555175781
171,127,0.862320065498352
172,198,0.8628422021865845
173,17,0.8628466427326202
174,44,0.8628884553909302
175,217,0.8629173934459686
176,182,0.8630049526691437
177,180,0.8632843196392059
178,22,0.8632914125919342
179,142,0.8633582293987274
180,178,0.8634479641914368
181,196,0.8635794222354889
182,207,0.863762229681015
183,99,0.8639333248138428
184,237,0.8639770746231079
185,27,0.8639891743659973
186,133,0.8640510737895966
187,50,0.8640658557415009
188,211,0.8641605377197266
189,183,0.8643700480461121
190,221,0.8644804358482361
191,29,0.8646402955055237
192,148,0.8647915124893188
193,39,0.8651173710823059
194,59,0.865343302488327
195,152,0.8654241263866425
196,30,0.8655169606208801
197,251,0.8655326962471008
198,33,0.8655962646007538
199,109,0.8658503890037537
200,206,0.8659037947654724
201,164,0.8659302294254303
202,86,0.8662203550338745
203,228,0.8670403063297272
204,24,0.8675413429737091
205,175,0.8677037954330444
206,253,0.8677234053611755
207,154,0.8677982091903687
208,176,0.8678191304206848
209,124,0.8678230047225952
210,209,0.8685352206230164
211,252,0.8690091371536255
212,259,0.8691054582595825
213,195,0.8697785437107086
214,203,0.8698614537715912
215,192,0.8699285984039307
216,139,0.8699785470962524
217,34,0.8702438175678253
218,189,0.8704461753368378
219,114,0.8704768121242523
220,231,0.8708226680755615
221,26,0.8708319365978241
222,197,0.8708332777023315
223,107,0.8709190189838409
224,214,0.8709893226623535
225,199,0.8710810244083405
226,222,0.8713222444057465
227,21,0.8713996708393097
228,130,0.8714231848716736
229,146,0.8715983927249908
230,28,0.8716914653778076
231,149,0.8718257546424866
232,121,0.8720260560512543
233,145,0.8725434839725494
234,188,0.8725902140140533
235,235,0.8725932836532593
236,37,0.8728545308113098
237,230,0.8732612431049347
238,260,0.8733328580856323
239,185,0.8740822374820709
240,155,0.8742968738079071
241,63,0.8750916123390198
242,132,0.8754400610923767
243,118,0.875834047794342
244,131,0.8759974539279938
245,20,0.8761439323425293
246,91,0.8763399124145508
247,112,0.8768011331558228
248,234,0.876871794462204
249,224,0.8774985074996948
250,241,0.878020852804184
251,184,0.8786490559577942
252,226,0.8797991573810577
253,202,0.8889488279819489
254,255,0.8899495303630829
255,140,0.8903906941413879
256,6,2.4159575700759888
257,2,63.59877014160156
258,1,63.59877014160156
259,3,63.598772048950195
