,hdim,loss
0,40,0.8159553408622742
1,97,0.8183754086494446
2,82,0.8205997943878174
3,60,0.8219268321990967
4,48,0.8226485550403595
5,55,0.8230479955673218
6,107,0.8236174583435059
7,119,0.825128048658371
8,117,0.825654000043869
9,148,0.8257759809494019
10,83,0.8288144171237946
11,64,0.8294382989406586
12,74,0.8308448791503906
13,224,0.8317804932594299
14,87,0.8322891294956207
15,45,0.832408219575882
16,59,0.8332411646842957
17,129,0.8336663246154785
18,52,0.8355347216129303
19,14,0.8358511626720428
20,16,0.8365655243396759
21,9,0.8367397785186768
22,81,0.8368537724018097
23,8,0.837224692106247
24,79,0.837799459695816
25,61,0.8378360569477081
26,54,0.8378372490406036
27,28,0.8378939628601074
28,128,0.8381533622741699
29,88,0.8382360637187958
30,63,0.8394870460033417
31,108,0.8396276831626892
32,65,0.8398480713367462
33,62,0.8398708701133728
34,15,0.8399564623832703
35,106,0.8400567770004272
36,147,0.8401074409484863
37,94,0.8405255675315857
38,41,0.8410208523273468
39,73,0.8412275016307831
40,86,0.8413301110267639
41,90,0.8417044579982758
42,46,0.8417288064956665
43,12,0.8422496616840363
44,162,0.8423871397972107
45,51,0.842427521944046
46,53,0.8426586091518402
47,193,0.8429633975028992
48,160,0.8434557318687439
49,150,0.8439384400844574
50,122,0.8441744446754456
51,126,0.8443441092967987
52,99,0.8445712625980377
53,163,0.8447101414203644
54,47,0.8447182476520538
55,69,0.8448732495307922
56,11,0.8448801934719086
57,6,0.8449699580669403
58,43,0.8453909754753113
59,56,0.8456315994262695
60,66,0.8456863462924957
61,37,0.8458759784698486
62,70,0.8458857834339142
63,168,0.8459641635417938
64,17,0.8463639914989471
65,149,0.8469436466693878
66,141,0.8474894762039185
67,225,0.8475449979305267
68,96,0.8476568460464478
69,127,0.8476837575435638
70,114,0.8476894795894623
71,112,0.8480064272880554
72,154,0.8481132090091705
73,227,0.8487849235534668
74,78,0.8489981591701508
75,158,0.8493569791316986
76,134,0.8493931591510773
77,201,0.8494085669517517
78,10,0.8497072756290436
79,57,0.8498989343643188
80,49,0.8499208986759186
81,197,0.850002646446228
82,123,0.8500509262084961
83,113,0.8504071831703186
84,71,0.8504132032394409
85,67,0.8505067825317383
86,34,0.8507549464702606
87,111,0.8508506417274475
88,39,0.8510293364524841
89,210,0.8511378467082977
90,101,0.851160317659378
91,77,0.8512953519821167
92,68,0.8515404164791107
93,169,0.8516630530357361
94,103,0.8517203330993652
95,161,0.8517694771289825
96,27,0.8517834544181824
97,24,0.8518994450569153
98,31,0.8520475327968597
99,177,0.8523329794406891
100,218,0.8527125418186188
101,44,0.852799654006958
102,178,0.8528515696525574
103,155,0.8530565500259399
104,18,0.8532539904117584
105,228,0.8536069393157959
106,58,0.854802280664444
107,131,0.8548240065574646
108,164,0.8548718094825745
109,207,0.8549010455608368
110,132,0.8551449775695801
111,36,0.8552469909191132
112,25,0.8562457263469696
113,204,0.8567706048488617
114,35,0.8568853139877319
115,91,0.8572375178337097
116,172,0.8577082455158234
117,33,0.8578044176101685
118,26,0.8578915297985077
119,190,0.8586756885051727
120,30,0.8587482273578644
121,115,0.8587662279605865
122,85,0.8592330515384674
123,38,0.8596773147583008
124,125,0.8597269952297211
125,196,0.8600748181343079
126,230,0.8602767288684845
127,209,0.8603078424930573
128,195,0.8609164655208588
129,191,0.8609678149223328
130,84,0.8612415194511414
131,180,0.8612844944000244
132,120,0.8613090515136719
133,72,0.8613320589065552
134,171,0.8615991771221161
135,23,0.862124115228653
136,157,0.8622402250766754
137,142,0.8623519539833069
138,50,0.8626112639904022
139,80,0.8627271950244904
140,145,0.8628861308097839
141,21,0.8629680573940277
142,124,0.8630734384059906
143,184,0.863183468580246
144,153,0.863675981760025
145,214,0.8637542426586151
146,136,0.8638276159763336
147,138,0.8639943599700928
148,192,0.8640376031398773
149,208,0.8641403019428253
150,167,0.8642711043357849
151,29,0.8642910420894623
152,165,0.8643004894256592
153,205,0.8644214868545532
154,139,0.8644367456436157
155,32,0.8645020425319672
156,188,0.8646169304847717
157,189,0.8646875321865082
158,187,0.8649550974369049
159,215,0.8650191724300385
160,143,0.865109384059906
161,76,0.8651115298271179
162,104,0.8651354610919952
163,219,0.865854024887085
164,152,0.8660589456558228
165,170,0.8660933077335358
166,185,0.8662506937980652
167,100,0.8662598729133606
168,42,0.8667704463005066
169,105,0.8668182194232941
170,199,0.8668490946292877
171,146,0.8668965697288513
172,13,0.8674121797084808
173,226,0.8676117658615112
174,175,0.8676683008670807
175,109,0.8677671551704407
176,223,0.8679408431053162
177,130,0.8679582178592682
178,22,0.868017315864563
179,137,0.8681090772151947
180,166,0.8681457340717316
181,200,0.8682476282119751
182,203,0.8685876429080963
183,220,0.869531661272049
184,121,0.8696464002132416
185,110,0.8697869777679443
186,156,0.8700310289859772
187,89,0.8705140054225922
188,118,0.8708766996860504
189,198,0.8709075450897217
190,186,0.8709733188152313
191,20,0.871081680059433
192,183,0.8719096779823303
193,135,0.8722976744174957
194,229,0.8724125325679779
195,182,0.8726842105388641
196,98,0.8730250597000122
197,217,0.873230367898941
198,133,0.8739085793495178
199,173,0.8743293583393097
200,19,0.8744354248046875
201,221,0.8744625747203827
202,216,0.8747542202472687
203,95,0.8747718632221222
204,75,0.8750214576721191
205,206,0.8751685619354248
206,211,0.8761298358440399
207,181,0.8770511448383331
208,194,0.877152293920517
209,176,0.8775141835212708
210,159,0.877862811088562
211,151,0.8779312372207642
212,92,0.8794471919536591
213,144,0.8797823488712311
214,212,0.8803593814373016
215,93,0.8812509477138519
216,222,0.882356196641922
217,213,0.8840020000934601
218,140,0.8840037286281586
219,202,0.8841862976551056
220,179,0.884437084197998
221,116,0.8876349627971649
222,102,0.8920191824436188
223,174,0.8996577560901642
224,1,63.59876823425293
225,4,63.59877014160156
226,3,63.59877014160156
227,7,63.59877014160156
228,5,63.598772048950195
229,2,63.598772048950195
